,distance_af_in_pr,distance_af_in_vl,distance_af_ex_pr,distance_af_ex_vl,distance_af_in_pr2,distance_af_in_vl2,distance_af_ex_pr2,distance_af_ex_vl2
Tuvalu,0.033080891862008015,0.013547551387302495,,,0.0464434380581964,0.01282563595118171,,
USSR,0.01792680757067998,0.031026178503502783,0.005315753573462728,0.07861782228265429,0.027556765990802607,0.027762505601774633,0.005852104964393599,0.07210964921548482
Uganda,0.014435186508661008,0.010601832895010422,0.006148953587527829,0.025456784719241832,0.014330314476722672,0.010974087503582248,0.0033315093308027874,0.023994708612378773
Ukraine,-0.012741770029064717,-0.007601704797769906,-0.006331435391724551,-0.011912586860943687,-0.008779808788450121,-0.01047820217748241,-0.007638760495858472,-0.009907249708365304
United Arab Emirates,-0.006216220035218429,-0.00891223753040416,-0.0005735217142521082,0.0042541243171198215,-0.009848895705273442,-0.00290287331224931,-0.00023065253281010287,0.003329909587027727
United Kingdom,0.009943134231788012,-0.004529892849063558,0.025624074648117237,0.021675815919640355,0.011244814867388346,-0.004609858103830773,0.025827570039069454,0.021550383728559854
United States,-0.004522618457447036,0.008597958402465519,0.0008254343663368355,0.015105384924706622,-0.0017564649983767694,0.007336593672396272,0.0007349860262093263,0.014139426521788446
Uruguay,-0.015236053591191774,-0.0017606315413139053,0.011091677335382265,0.013054438814880607,-0.01541365360274333,-0.00036491975553354746,0.00946072238894506,0.013159590204897731
Vanuatu,0.12619092920965674,0.05653416324292737,0.03641443953045488,-0.13975779867659718,0.10896108908432844,0.07176644354561793,0.08808611910352604,-0.08808611910352604
Venezuela,0.011532924380576808,0.015415151086766858,0.01469970448532901,0.009222313098588526,0.014374759863480623,0.013800686106654905,0.013780694844239567,0.008402515678329184
Yemen,-0.003389600563673296,-0.002572106331980684,0.011332719221379831,0.01153742171937534,-0.003541856695797159,-0.0024572704810483306,0.008478339554699194,0.007342867274718252
Yugoslav SFR,-0.0019850551124144383,-0.18138694586018383,-0.05264925398918675,-0.05950386358532374,-0.017285370024602634,-0.14390110565560993,-0.04975908299256846,-0.05970072868537657
Zambia,0.0013059697486708913,-0.010854635594782166,-0.01753050932571052,-0.05310361714945796,0.00263968841055525,-0.012235594726086004,-0.02098770757432404,-0.04949524337431678
Zimbabwe,0.014096093904390124,0.032297837062771485,-0.009514663724287619,-0.0015639420929202791,0.014921531417384941,0.02941263682728232,-0.0094162070365572,-0.0009140135531934638
American Samoa,,,-0.04176709874679644,-0.0020489405713745934,,,-0.0313023223428412,-0.01866384977566052
Andorra,,,-0.10338555277748401,-0.16176753225869425,,,-0.13257654251808915,-0.13257654251808915
Angola,,,-0.014960295436857398,0.022066617263045086,,,0.01553419752614254,-0.007700893403462338
Anguilla,,,,,,,,
Bouvet Island,,,,,,,,
British Indian Ocean Territory,,,-0.009898672718864687,-0.1882090796225259,,,-0.09905387617069533,-0.09905387617069533
British Virgin Islands,,,-0.02696606467786638,-0.020740605991929156,,,-0.02941692009044977,-0.018425007175925767
Cayman Islands,,,-0.16991442400510717,-0.08403025832065275,,,-0.17322076241763576,-0.06569713552623858
Chad,,,0.005114484591107705,0.00611067860443654,,,0.003011805870333799,0.0067349686927351575
Christmas Island,,,,,,,,
Cocos (Keeling) Islands,,,,,,,,
Czechoslovakia,,,-0.041184676234311914,-0.06580032658897637,,,-0.03385926926235275,-0.06602956005226296
Dominican Republic,,,0.016413666460432956,0.014035100519440423,,,0.014549139225235735,0.013821191382936943
Equatorial Guinea,,,,-0.03399272758843241,,,,-0.019544625821743832
Eritrea,,,0.01653849093588231,0.08034096605319443,,,0.04260118263651645,0.05142398747667458
Falkland Islands (Islas Malvinas),,,0.22645896008493005,0.14091092220228957,,,0.22232679466815908,0.1508564308473492
Federated States of Micronesia,,,,,,,,
Gibraltar,,,,,,,,
Guam,,,-0.012331117790254562,-0.0054732053693602135,,,-0.007858209619024474,-0.008987958368325662
Guinea-Bissau,,,-0.08619631393637787,-0.021423613073347603,,,-0.07325097998812886,-0.03335393804164189
Haiti,,,0.0041685355843297965,0.0030853377820559825,,,0.001897625447032244,0.005771706026618512
Holy See,,,,,,,,
Iraq,,,-0.0002904425537076131,-0.0027697243162400627,,,-0.003979432965983799,0.0013442953555257817
Johnston Atoll,,,,,,,,
Laos,,,-0.022514710049290117,0.00919302061681644,,,-0.025783884097058684,0.009223472885236542
Lesotho,,,-0.06804186431399076,-0.013055750696231794,,,-0.06942491079812421,-0.007599299138918417
Liberia,,,-0.03588841338886467,-0.003978952630682891,,,-0.047093596835285335,-0.005524386963013446
Liechtenstein,,,,,,,,
Marshall Islands,,,-0.06497403604628268,-0.03223775611917957,,,-0.04860589608273113,-0.04860589608273113
Mayotte,,,,,,,,
Midway Island,,,,,,,,
Monaco,,,-0.12152553411678435,-0.3611568580116684,,,-0.24134119606422638,-0.24134119606422638
Mozambique,,,-0.021362460147218848,0.008251076726252488,,,-0.019367555061285315,0.008363962759937334
Myanmar,,,-0.019521604398950683,-0.013012315625567601,,,-0.0208890234160805,-0.01260869051104666
Nauru,,,,,,,,
Niue,,,,,,,,
North Korea,,,-0.03632685183179948,-0.021731195903592272,,,-0.0372802655112723,-0.019919070447194116
Palau,,,,,,,,
Palestine,,,0.04719792419967678,0.1168968966611937,,,0.06258013102408029,0.09350363683416359
Pitcairn Islands,,,,,,,,
Puerto Rico,,,-0.012878549754761907,-0.02723521968340854,,,-0.015231653757387326,-0.025050708924935147
"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
Samoa,,,0.04641136840499132,0.00913959690585189,,,0.034017970071948865,0.016400234638864197
San Marino,,,,,,,,
Somalia,,,0.0030925220008449347,0.01861663371244592,,,0.01620225934799708,0.016175792518563
South Sudan,,,0.007644786082582886,0.05098909138264861,,,0.029316938732615747,0.029316938732615747
St. Pierre and Miquelon,,,,,,,,
Tajikistan,,,0.013098677005864303,0.016098312211311038,,,0.013833104315211564,0.016164532385339804
Timor-Leste,,,,,,,,
Tokelau,,,0.01971786951264869,-0.1669474339514488,,,-0.02280140566220963,-0.10677076885905158
Turkmenistan,,,0.030666441217167925,0.020738352447102218,,,0.023941174302065913,0.03015463715941385
Turks and Caicos Islands,,,0.051483759239842025,0.02914863857114743,,,0.03959683721744736,0.04057573008461521
US Minor Is.,,,,,,,,
Unspecified Area,,,0.017065767928514188,0.014434274893692148,,,0.015070051355914436,0.015520635981240654
Uzbekistan,,,0.0015223024553946598,0.004605196326437073,,,-0.0013547889444962705,0.004380907739210384
Vietnam,,,-0.03189943136710389,-0.04896605735614626,,,-0.0344573575207677,-0.045241470688309665
Virgin Islands (U.S.),,,,,,,,
Wallis and Futuna Islands,,,,,,,,
Western Sahara,,,,,,,,
