,af_in_pr,af_in_vl,af_ex_pr,af_ex_vl,af_in_pr2,af_in_vl2,af_ex_pr2,af_ex_vl2
Turkey,-0.014400814760017809,-0.013948857094762278,-0.03214590712648774,-0.06165471601305741,-0.013446634319295016,-0.012274683871561764,-0.02957320825464588,-0.06633169081003924
Tuvalu,0.07895371986637473,0.04321875046309328,,,0.12564508694325466,0.032349094042139,,
USSR,0.01063496650532253,0.015445624741187372,0.0146068956311836,0.0360264678618056,0.014345025510918633,0.015188946487948067,0.008653172120648941,0.04743878398370998
Uganda,0.03372258928207287,0.02239852374390904,0.007461137505873228,0.027329147783893035,0.03384806237137677,0.023977063375256822,0.004543937992253614,0.027962387882555086
Ukraine,-0.03250194169457131,-0.024789105058243922,-0.010497122093982663,-0.017124332082032193,-0.02415403529955409,-0.030044285045956694,-0.012036138406989878,-0.014927674579374373
United Arab Emirates,-0.025041857419708963,-0.04050339977680952,-0.001830816705865227,0.00665503477738528,-0.036183028282660956,-0.0240252046158022,-0.00015940141896873458,0.004564446787075262
United Kingdom,0.014877757447777844,-0.005094285040829744,0.03696041848351862,0.03269065207656658,0.014811510773670402,-0.005080374846569769,0.035263607320542144,0.032597987933811974
United States,-0.011972486532465373,0.010262703313844658,0.00668322344767033,0.03019521440555252,-0.0065377547103538545,0.007685577545846537,0.008737780541174762,0.027855155836144722
Uruguay,-0.022932238356679454,0.0009452794706102224,0.02236278139255656,0.018374930376514654,-0.020590878070917633,0.0009244045306516835,0.018114988127090594,0.020770511213600514
Vanuatu,0.2894918639178021,0.12018988867824562,0.11741246927285194,-0.4006647441631002,0.24940021126758471,0.15713988243470658,0.25903860671797607,-0.25903860671797607
"Venezuela, RB",0.014206734060567357,0.012046907832422227,0.017183303236758415,0.005947163226164475,0.019293700343775762,0.01071726069664627,0.013457266064587647,0.00682405689841543
"Yemen, Rep.",-0.009185294357854553,-0.008877001922545506,0.024488237088403492,-0.01260265906941459,-0.009872015277949607,-0.008907275373312012,0.01937267255536844,-0.00904594910248045
Yugoslav SFR,-0.0051847123610137685,-0.0978368183274944,-0.040316595419316904,-0.03370951540433823,-0.013922382434877437,-0.0908523845190631,-0.03406918816019804,-0.039480578557272286
Zambia,0.006439048990532506,-0.024825048501185904,-0.03418203772988607,-0.0556862788825892,0.010642366620438631,-0.02751048146118393,-0.03760234398137976,-0.05519283098481341
Zimbabwe,0.02244307848500347,0.04235270991494205,-0.020958161431747575,-0.012335138508419117,0.020708642155595706,0.042722412255965105,-0.022706977270483663,-0.008736173388480775
American Samoa,,,-0.035268702534063334,0.0702370650540839,,,-0.021976880137651113,0.0390942216479142
Andorra,,,-0.027530587258092806,-0.03138926550626356,,,-0.029459926382178175,-0.029459926382178175
Angola,,,-0.07215380078821877,-0.11805571469959732,,,-0.06406602947442831,-0.12086247589167814
Anguilla,,,,,,,,
Bouvet Island,,,,,,,,
British Indian Ocean Territory,,,-0.00382742474473427,-0.14623516872613646,,,-0.07503129673543538,-0.07503129673543538
British Virgin Islands,,,-0.04864827611346074,-0.05797232057754234,,,-0.05551680705638442,-0.04912074464963783
Cayman Islands,,,-0.3675064708238254,-0.19965937440755344,,,-0.37059916590251646,-0.1582569778432705
Chad,,,0.004799967858151074,0.011321989864674835,,,0.006500451010108614,0.008552130558443677
Christmas Island,,,,,,,,
Cocos (Keeling) Islands,,,,,,,,
Czechoslovakia,,,-0.032321178268292484,-0.042880634414288465,,,-0.025239903597397625,-0.05053900503860861
Democratic People's Republic of Korea,,,-0.0338561283810744,0.00022475481337314387,,,-0.026463565350165124,-0.004696978440517291
Dominican Republic,,,0.026692019749920266,0.02173724597513136,,,0.024368121744939835,0.024079927208937788
Equatorial Guinea,,,,-0.12145168364396038,,,,-0.07633599345667763
Eritrea,,,0.06367915680962988,0.23028687584380156,,,0.12093712106042287,0.15245118721422038
Falkland Islands (Malvinas),,,0.19216249933229554,0.13444374312191457,,,0.1806614561653331,0.1417996398547047
Gibraltar,,,,,,,,
Guam,,,-0.01948268526935413,-0.006143723335201808,,,-0.011591124494070168,-0.012575703379753713
Guinea-Bissau,,,-0.12880032865212837,-0.033485915669443825,,,-0.11651195910434084,-0.04479972534319345
Haiti,,,-0.00025039976395738547,0.00013851882575519422,,,-0.005602111152493174,0.004522935285227456
Holy See,,,,,,,,
Iraq,,,-0.0011392108489929754,0.01872387108512695,,,0.0017709066875535736,0.014907357606928056
Johnston Island,,,,,,,,
Lao PDR,,,-0.03151938000704114,0.005663117798859934,,,-0.03792726666942774,0.010731587346650783
Lesotho,,,-0.11630684071934436,-0.024384788485720142,,,-0.1274251083585544,-0.013095971978288217
Liberia,,,0.0036143297708664283,0.033049382779317564,,,0.001337468399252538,0.032277795289193154
Liechtenstein,,,,,,,,
Marshall Islands,,,-0.09441036770351484,-0.027122868032390113,,,-0.060766617867952455,-0.060766617867952455
Mayotte,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,
Midway Island,,,,,,,,
Monaco,,,-0.13994233380262794,-0.29425670563127243,,,-0.21709951971695018,-0.21709951971695018
Mozambique,,,-0.03614689747141309,0.017169039992072598,,,-0.03053978070637806,0.016659227327218088
Myanmar,,,-0.02358319962756727,-0.009118878015047493,,,-0.021834426247275426,-0.01084661543206668
Nauru,,,,,,,,
Niue,,,,,,,,
Palau,,,,,,,,
Palestine,,,0.13707735598626422,0.3548245445224229,,,0.18741589419234747,0.2807794389619932
Pitcairn Islands,,,,,,,,
Puerto Rico,,,-0.019693899819345884,-0.030329801891867514,,,-0.022841385311456953,-0.029286657563644226
"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
Saint Pierre and Miquelon,,,,,,,,
Samoa,,,0.09616022022482971,0.017990554630118907,,,0.06348222836388785,0.03542697197629938
San Marino,,,,,,,,
Somalia,,,0.01778529773054636,0.019958239191181518,,,0.0529428931062014,0.011626535612559242
South Sudan,,,0.04683045490409235,0.18217752546594057,,,0.11450399018501645,0.11450399018501645
Sudan,,,-0.03954475079648437,-0.10901550279985714,,,-0.085714755146313,-0.06376781809634449
Tajikistan,,,0.0271582803017882,0.037095178704862404,,,0.030380921185132588,0.035166097305504365
Timor-Leste,,,,,,,,
Tokelau,,,-0.003987583846916144,-0.21011899766732672,,,-0.04978490378747096,-0.15068654495431588
Turkmenistan,,,0.06857245964888717,0.04650658289109781,,,0.05530312004970727,0.06671399218426277
Turks and Caicos Islands,,,0.05880290399111132,0.018324246701606175,,,0.03505939516433582,0.040481324669453866
US Minor Is.,,,,,,,,
Unspecified Area,,,0.02687466788859692,0.02613728875504527,,,0.02565576116463382,0.025959250075894842
Uzbekistan,,,0.007527734920167236,0.00917360769239021,,,0.0034452747525696263,0.008946532563782418
Vietnam,,,-0.04675882739906312,-0.06216590803401155,,,-0.04339170968352734,-0.06253219670395159
Virgin Islands (U.S.),,,,,,,,
Wallis and Futuna Islands,,,,,,,,
Western Sahara,,,,,,,,
