,gdp_af_in_pr,gdp_af_in_vl,gdp_af_ex_pr,gdp_af_ex_vl,gdp_af_in_pr2,gdp_af_in_vl2,gdp_af_ex_pr2,gdp_af_ex_vl2,pop_af_in_pr,pop_af_in_vl,pop_af_ex_pr,pop_af_ex_vl,pop_af_in_pr2,pop_af_in_vl2,pop_af_ex_pr2,pop_af_ex_vl2
"Venezuela, RB",0.011555957055639577,0.006041027972232667,0.017075520954075833,0.006994521338867559,0.013044812598824795,0.007354658771222986,0.015020249017620033,0.008152621744851955,0.015522130594935336,0.00894406079421763,0.02278384700160142,0.0053718656219026335,0.020122935158268167,0.008616911646753819,0.017111368563615326,0.008849502355693116
"Yemen, Rep.",0.011911916289422701,0.00968148955874961,0.017217900552608346,0.0009520484335292693,0.014046395150243649,0.00814883242329772,0.014230206041653147,0.005038684170982906,0.03199359723904377,0.02423888053540219,0.027488755831355988,-0.017819993425903412,0.03777114763246316,0.02016765407498685,0.018353160984282368,-0.008696277887828965
Yugoslav SFR,-0.09795186961274946,-0.04014368759604595,,,-0.10601691293910134,-0.025952541302017164,,,-0.08788847367964842,-0.024588892653737038,,,-0.09223530126378982,-0.012850169663183243,,
Zambia,0.0005027367893666702,-0.014453687017309532,-0.016516697868288775,-0.0602437166293255,0.0016540450822272942,-0.012934403267727133,-0.020955857135967433,-0.05507274616474046,0.0021859741291957477,-0.02899834922841836,-0.03026683312516908,-0.06637474842775683,0.00469453162177068,-0.028774234902633495,-0.03226012809480059,-0.06402040769366742
Zimbabwe,0.004071358585306281,0.014240398057586715,-0.007968785596071455,-0.0026745119948019566,0.001903656179535071,0.014460756640192857,-0.010273109238069003,-0.0010284567479978608,0.0027630373839944234,0.015419121466464321,-0.018469523006032152,-0.008623617880787008,-0.0019372776698628,0.01805815836288647,-0.020152902323131935,-0.006200941614239486
American Samoa,,,-0.05248941352434371,-0.0021928705108194098,,,-0.039347277634834955,-0.026386744815011517,,,-0.052100144072045315,0.03869880057628752,,,-0.03345919300809426,0.007541007708011328
Andorra,,,-0.09858083307438088,-0.10126027803030585,,,-0.09992055555234339,-0.09992055555234339,,,-0.056149455658779795,-0.030830676761746112,,,-0.043490066210262954,-0.043490066210262954
Angola,,,-0.024553021664843317,-0.026075638273314796,,,-0.008254349590533453,-0.037450957023462066,,,-0.07491733272288835,-0.11593507017336632,,,-0.06430036039580435,-0.11869932555778151
British Virgin Islands,,,-0.02056959647150218,-0.007969992106090529,,,-0.0196694088192994,-0.008232493129613406,,,-0.041668053760399074,-0.04315021487072053,,,-0.04873948246586682,-0.03636666117973524
Cayman Islands,,,-0.14695234698357815,-0.07290784486671456,,,-0.15766181537560828,-0.05972174341155326,,,-0.3520561617150359,-0.19653993745610251,,,-0.3899672029433398,-0.15485732520695786
Chad,,,0.00755797183262381,0.007251889994970718,,,0.004583342597456876,0.008507582917482813,,,0.009622886008461638,0.006632040234381259,,,0.005725939803883873,0.008821837825802816
Dominican Republic,,,0.014184358510112651,0.01587536294728042,,,0.01861874725495047,0.012557375634311883,,,0.024333208903888667,0.024392927608545483,,,0.029033464952515298,0.022253031009473546
Equatorial Guinea,,,,-0.02812717893809812,,,,-0.015376194107810917,,,,-0.10315079814428885,,,,-0.05997694539417444
Eritrea,,,0.023565186091257812,0.08914619592735251,,,0.046393590983660686,0.05848099880962047,,,0.05360415356411513,0.20158641305720923,,,0.1209705946934772,0.13076320017752452
Gibraltar,,,,,,,,,,,,,,,,
Guam,,,-0.00734195391552189,-0.00227012280105314,,,-0.0029770614057558734,-0.004863682642651809,,,-0.02514873420925178,-0.03126292419838146,,,-0.0263709173356439,-0.02800314096286805
Guinea-Bissau,,,-0.07757410964652998,-0.029991610388175344,,,-0.07547658117192743,-0.03508488590463119,,,-0.12164455770438892,-0.03673888469985323,,,-0.11701441364648493,-0.04484581984176762
Haiti,,,0.005533541765009692,0.006054398123168164,,,0.002314596218842115,0.007627262196429649,,,-0.0012831882893433275,0.006500698828088294,,,-0.004553606857616283,0.007862264650890278
Iraq,,,-0.006059694292296587,-0.00760764496311483,,,-0.009745241598299582,-0.004292991144219396,,,-0.004710275852475065,0.007503293788102632,,,-0.0025671850546881286,0.006001503182852297
Lao PDR,,,-0.02414635776999349,0.009899315733827154,,,-0.028955450689673513,0.00874448789655694,,,-0.034851589318738586,0.011269903919883906,,,-0.04174710016337002,0.013081263586796737
Lesotho,,,-0.0701668466546398,-0.012091717266699576,,,-0.08296132274358606,-0.008301284091422848,,,-0.11371433950362289,-0.03231703739927965,,,-0.12392978991064732,-0.01909365490424881
Liberia,,,-0.04380131611855666,-0.007892566927658521,,,-0.04235455156671705,-0.009020047502328533,,,-0.02169211956009582,-0.0031136391132144054,,,-0.02524356588157764,0.007270268681279939
Liechtenstein,,,,,,,,,,,,,,,,
Marshall Islands,,,-0.059767495240240595,-0.03250203184040081,,,-0.046134763540320714,-0.046134763540320714,,,-0.11756465059517224,-0.053370128239018766,,,-0.08546738941709552,-0.08546738941709552
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,
Monaco,,,-0.062205459125878826,-0.18437861085543059,,,-0.12329203499065469,-0.12329203499065469,,,-0.06886903138890559,-0.24509251765768852,,,-0.15698077452329706,-0.15698077452329706
Mozambique,,,-0.020143561006054085,0.006262153397408254,,,-0.01851840825706066,0.007104785578944021,,,-0.03568518111361541,0.018094945438390592,,,-0.032191887408445544,0.017048145464297778
Myanmar,,,-0.020111774026194105,-0.013354414083414479,,,-0.022760952223680537,-0.012633625192626488,,,-0.026244427094188283,-0.015746493133058103,,,-0.027731416902398512,-0.01523675847148935
Nauru,,,,,,,,,,,,,,,,
Palau,,,,,,,,,,,,,,,,
Puerto Rico,,,-0.015960104068639548,-0.03106594397155887,,,-0.019551302492904547,-0.0268400907474733,,,-0.02111831043164888,-0.03586116587759294,,,-0.024573163253167666,-0.03264540955682604
Samoa,,,0.0354423701581857,0.003075377256821547,,,0.02573197454582873,0.00969883333021845,,,0.08523009630251958,0.010643676203493862,,,0.06353314164948033,0.026685417220117587
San Marino,,,,,,,,,,,,,,,,
Somalia,,,0.007938794252656764,0.03686288526340197,,,0.023987807341191724,0.02991779371609239,,,0.019530970333927332,0.03171553631048878,,,0.04984060784773893,0.026697736601615885
South Sudan,,,0.003937813916285546,0.04219076840714718,,,0.023064291161716377,0.023064291161716377,,,0.025204638966090043,0.15472619721643327,,,0.08996541809126166,0.08996541809126166
Sudan,,,-0.008748650745218458,-0.025867754377625778,,,-0.0212707796714892,-0.015110782029297925,,,-0.031031654200157,-0.08915179477235202,,,-0.07109638670144583,-0.052566572183506285
Tajikistan,,,0.013583104291664493,0.02249252359306671,,,0.016004172176776955,0.020543667346247598,,,0.02908430064774603,0.037227865243146134,,,0.032689990288009424,0.036347276735224296
Timor-Leste,,,,,,,,,,,,,,,,
Turkmenistan,,,0.021619468949203982,0.01715087454313505,,,0.0182743550830741,0.02222450271945886,,,0.05578259536812251,0.05501238388325038,,,0.05079323802964483,0.06359526529604477
Turks and Caicos Islands,,,0.05397526909973759,0.04078117338003619,,,0.04671905626172261,0.047247310656683215,,,0.06419065197316054,0.02999973430010881,,,0.04530055508657102,0.048135268166537265
Uzbekistan,,,-0.00019850266622706397,0.0038196806898652164,,,-0.003289565498948037,0.003976963273502103,,,0.0063976708161126985,0.00988803906836724,,,0.002706494660409755,0.009127225253272734
Vietnam,,,-0.03148454217569423,-0.05257946432199535,,,-0.03638321475785878,-0.04596658529596552,,,-0.04745561403511983,-0.07464602178596974,,,-0.05048488054633008,-0.06848942703126906
Virgin Islands (U.S.),,,,,,,,,,,,,,,,
